open,high,low,close,volume
88.08,88.69,88.06,88.5,51047900
88.25,88.53,88.07,88.29,50654100
88.18,88.56,87.8,88.22,47608800
88.5,88.81,88.38,88.7,43256200
88.7,88.84,88.51,88.84,24596100
88.72,88.79,88.22,88.28,43377200
88.31,89.34,88.25,89.03,69611000
88.83,89.28,88.73,89.22,39704500
89.07,89.32,88.46,88.77,60999400
88.62,88.81,88.33,88.69,36046400
88.95,89.58,88.67,88.76,66501300
88.98,89.1,88.42,88.59,46881200
88.47,89.09,88.25,89.01,56653300
89.07,89.14,88.36,88.81,36465300
88.62,89.46,88.52,89.09,49383200
88.99,89.55,88.94,89.3,33857100
89.52,89.58,88.83,89.47,53195600
89.44,89.87,89.34,89.69,46564500
90.16,90.43,89.92,90.03,51529400
89.82,90.38,89.71,90.06,41019400
90.13,90.24,89.78,90.11,39879800
90.26,90.46,89.81,90.18,46310100
90.0,90.2,88.89,88.91,62185600
88.93,89.02,88.16,88.26,58572500
88.25,88.58,88.09,88.39,48183800
88.57,89.2,88.55,89.13,41174200
89.29,89.31,88.84,88.89,42316500
89.18,89.25,88.24,88.41,62288800
88.61,88.87,88.43,88.67,49737500
88.46,89.5,88.42,89.38,51549000
89.31,89.5,88.58,88.63,52363600
87.75,88.98,87.73,88.98,103268800
89.0,90.0,88.81,90.0,64491200
90.0,90.58,89.99,90.46,49688300
90.49,90.97,90.23,90.69,51871100
90.7,90.89,90.49,90.82,41182300
91.23,91.57,90.86,91.18,63638800
91.09,91.27,90.77,91.12,56075900
90.87,90.97,90.54,90.76,56598400
91.03,91.32,90.81,91.26,59165700
90.94,91.78,90.72,91.57,69477000
91.65,91.7,90.85,91.04,101110900
91.15,91.66,90.97,91.64,52607100
91.55,91.95,91.13,91.38,57301600
91.41,91.64,91.21,91.5,42758800
91.61,91.9,91.28,91.83,43181600
91.96,92.46,91.72,92.41,47880700
92.29,92.45,91.61,91.79,62358100
91.86,92.01,91.58,91.73,40418200
91.89,92.43,91.79,92.27,45147400
92.17,92.53,92.07,92.52,36837200
92.16,92.21,91.67,91.78,50855600
91.58,91.97,91.0,91.15,53595500
91.35,91.55,90.78,90.98,47616000
91.29,91.68,91.15,91.53,47170000
91.85,92.36,91.11,91.49,72863700
91.44,92.01,91.25,91.85,58570200
91.67,91.75,91.06,91.29,54776900
91.41,91.89,91.12,91.85,36208500
91.57,91.63,90.57,90.66,71942100
90.64,91.15,90.52,90.65,62275100
90.54,90.92,90.38,90.64,53388600
90.97,91.11,90.65,90.85,39842100
90.93,91.41,90.41,90.85,69912000
90.87,90.95,89.87,90.68,55168600
90.46,91.04,89.83,89.87,79104600
90.02,90.26,89.92,90.2,35631100
90.12,90.12,89.52,89.58,61956800
89.32,90.34,89.3,90.27,56179200
89.94,89.98,89.31,89.8,74160200
89.9,90.99,89.57,90.93,102945200
90.89,91.35,89.86,90.86,74578700
91.13,91.15,90.53,90.7,47653400
90.99,91.84,90.98,91.76,57251300
91.71,92.08,91.58,91.92,41749700
91.73,91.98,91.47,91.61,39068700
91.86,92.53,91.84,92.43,43093900
92.32,92.48,92.19,92.24,33017600
92.08,92.3,91.63,91.73,58427500
91.79,91.93,91.26,91.4,57694600
91.68,91.73,91.17,91.35,73156900
91.85,92.18,91.53,92.0,75424100
91.98,92.04,91.36,91.7,53355300
91.78,92.09,90.79,90.92,84480300
90.73,90.79,89.98,90.07,94469100
90.1,90.63,89.72,90.39,84597200
90.32,90.8,90.07,90.47,59368100
90.9,91.07,90.2,90.57,70415400
90.53,90.88,90.16,90.55,66150800
90.83,90.98,90.29,90.64,58620500
90.55,91.53,90.2,91.38,66607700
91.35,91.66,90.69,91.66,47824200
91.6,91.88,91.22,91.33,50994800
91.47,91.65,90.26,90.31,60776300
90.33,90.37,89.08,89.12,106052100
89.23,89.59,88.03,88.8,140941800
89.17,89.43,88.75,89.11,75661400
89.16,89.18,88.13,88.35,52677000
88.64,88.94,88.14,88.23,75629800
88.2,88.75,87.47,87.53,100510400
87.5,87.97,87.07,87.48,99052900
88.0,88.51,87.58,88.41,88651000
88.5,88.85,88.24,88.73,68109300
88.61,88.62,87.76,87.77,74996900
87.53,89.25,87.25,89.23,116563800
89.02,89.25,87.39,87.66,131966700
88.12,88.49,87.54,88.0,96579500
88.23,89.46,88.21,89.37,71308400
89.19,89.58,88.61,89.19,76594500
89.03,89.8,88.79,88.93,80855800
88.8,88.93,87.85,87.98,66623100
88.23,89.36,87.98,89.25,72322000
89.61,90.36,89.49,89.49,77698900
89.83,90.07,89.56,89.76,66365100
89.52,90.7,89.49,90.7,74012300
91.0,91.38,90.7,91.09,84897600
91.18,91.23,90.55,90.97,59156000
91.16,91.35,90.77,91.06,46765400
90.83,91.2,90.73,91.06,42152800
90.95,91.59,90.78,91.18,57666800
91.14,92.02,90.7,91.88,79048100
91.89,92.26,91.21,92.2,34867000
92.22,92.39,91.91,92.15,45092200
92.04,92.44,91.53,91.81,69592500
91.91,92.04,91.62,92.0,51133000
92.14,92.86,91.74,92.85,55717500
93.17,93.33,92.62,93.22,72437200
93.23,93.8,93.11,93.69,50021200
93.54,94.25,93.43,94.09,66438800
94.05,94.92,94.02,94.63,50854700
94.6,94.78,94.47,94.71,15270000
94.8,94.81,93.9,94.04,54498500
94.35,94.6,93.93,93.93,51738900
93.99,94.25,93.34,93.43,56007200
93.88,94.63,93.85,94.38,65468200
94.44,94.67,94.24,94.5,46699400
94.39,94.41,94.0,94.3,59273400
94.65,95.16,94.34,94.48,57935200
94.44,94.51,93.63,93.93,66816500
94.03,94.48,93.48,93.87,62608600
93.99,94.45,93.73,94.11,50744500
94.4,94.51,93.84,94.2,48389900
94.18,95.13,94.08,94.84,88630900
94.75,95.42,94.72,95.21,64375000
95.24,95.36,94.75,94.94,55900300
95.32,95.38,94.63,94.63,46238300
94.91,95.02,94.13,94.15,48733000
94.26,94.81,93.97,94.24,46603200
94.53,94.93,94.21,94.39,51806900
94.6,94.88,94.42,94.88,32247900
94.95,95.01,94.68,94.93,27977300
95.08,95.15,93.9,93.97,44499500
94.17,94.36,93.99,94.18,30764300
94.15,94.33,93.66,93.76,32788900
93.47,93.66,93.14,93.25,44645600
93.76,95.11,93.16,94.89,73256700
95.01,95.48,94.89,95.34,51899600
95.23,95.55,95.02,95.4,47307500
95.88,96.3,95.38,96.19,62885900
96.18,96.66,96.15,96.44,43527400
96.15,96.6,96.06,96.54,44960800
96.63,96.94,96.41,96.84,49598900
96.67,96.82,96.19,96.46,40509200
96.29,96.54,96.01,96.37,44856700
96.01,96.18,95.72,96.11,52066600
95.55,96.54,95.23,95.73,75067600
95.96,96.44,95.72,96.09,81530400
96.07,96.09,94.34,94.34,114957800
94.52,94.98,94.46,94.68,67017400
94.84,95.23,94.68,94.78,53008800
95.14,95.25,94.24,94.86,87747700
95.3,95.61,94.93,95.38,71294000
95.61,96.36,95.45,96.27,65771200
96.19,96.47,96.12,96.19,33709600
96.1,96.27,95.48,95.49,72937000
95.73,96.18,95.65,96.15,63561000
95.94,95.97,94.96,95.04,83626900
94.8,96.15,94.47,94.57,86040400
94.69,94.96,94.49,94.81,45511900
94.65,94.86,93.91,93.97,71208100
94.25,95.94,94.06,94.83,59422200
95.05,95.56,94.64,94.67,62023300
94.69,95.21,93.95,94.84,64508700
94.81,94.96,94.33,94.67,52308700
94.71,95.88,94.52,95.67,90964400
95.62,96.1,95.29,96.01,85471300
96.12,96.77,96.0,96.73,61017900
96.65,96.73,96.3,96.47,40342600
96.69,96.91,96.08,96.23,46456300
96.44,97.1,96.35,96.81,42326700
96.81,97.09,96.07,96.67,43423200
96.69,96.97,96.43,96.92,36777400
96.91,97.39,96.82,96.96,35858600
96.76,97.29,95.96,96.03,74394800
96.31,96.98,96.24,96.89,48641600
96.54,96.93,96.32,96.88,60642300
96.36,97.41,96.35,96.43,73402500
96.72,96.75,95.75,95.99,57478400
95.76,95.91,95.41,95.84,61780800
95.64,96.19,95.25,96.04,66692400
96.07,96.37,95.4,95.4,56313600
95.64,96.49,95.44,96.3,60490800
96.49,96.73,96.26,96.48,45479100
96.39,97.53,96.32,97.49,69877300
97.47,98.0,97.25,97.93,53398900
98.12,98.46,97.99,98.13,65526400
98.26,98.42,98.03,98.21,47286800
98.23,98.42,97.9,98.05,45538500
98.02,98.49,97.33,97.44,87102700
97.38,98.13,97.33,98.03,51605700
97.94,98.04,97.49,97.83,46704200
97.74,98.18,97.55,97.9,43209200
97.77,97.96,97.55,97.76,32523000
97.69,98.15,97.03,97.16,82079900
97.3,98.12,97.21,97.77,61505700
97.83,98.48,97.41,97.6,70571700
97.76,97.93,97.27,97.62,62925600
97.8,98.4,97.36,97.54,61624700
97.54,98.3,97.27,98.17,54809300
98.21,98.71,98.03,98.51,50607200
98.39,98.66,97.89,98.4,57906200
98.54,98.8,97.26,97.4,80180900
97.55,97.81,97.19,97.55,41496500
97.63,97.79,96.43,96.72,72799400
96.82,97.09,96.7,96.9,43033700
96.69,97.18,96.48,96.78,51051800
96.87,97.23,96.26,96.74,64167700
96.94,98.45,96.94,98.27,92531800
98.31,98.55,97.93,98.46,87269000
98.5,99.15,98.2,98.6,86005500
99.02,99.09,98.21,98.61,72342600
98.42,98.55,98.03,98.43,52546400
98.53,98.59,97.69,98.02,84359800
98.12,98.6,97.97,98.05,67262400
97.67,98.97,97.44,98.52,124478600
98.34,99.06,98.28,98.85,55854400
98.85,99.1,97.99,98.05,64990300
98.51,98.84,98.3,98.78,49063500
98.61,98.74,98.09,98.42,60821300
98.56,98.96,98.48,98.77,42921400
99.29,99.85,99.14,99.64,62588200
99.63,99.83,99.52,99.52,30016700
99.57,99.83,99.48,99.72,29864000
99.56,99.81,99.17,99.66,64378200
99.63,99.66,98.14,98.46,80626900
98.02,98.29,97.14,97.18,91726500
96.84,97.55,96.7,97.37,84029300
97.57,97.75,97.0,97.23,62137600
96.75,97.07,95.32,95.38,144789500
95.75,96.05,94.82,94.9,87906300
95.39,95.86,94.59,95.57,124309400
94.95,95.62,94.36,94.84,110852800
95.63,95.96,94.12,94.12,92006500
94.5,95.41,93.81,94.87,168405000
95.43,96.04,95.06,96.04,78977900
96.25,96.53,95.87,96.53,62989700
96.22,96.24,94.78,94.81,72419900
95.21,95.87,94.89,95.87,86926200
95.78,96.95,95.69,96.79,73721700
97.18,97.32,96.48,96.99,91702600
96.88,96.89,95.32,95.58,86105100
95.65,95.78,94.56,95.35,130498600
95.42,95.98,94.58,94.63,108599400
94.42,95.12,93.14,94.55,204957200
95.01,95.46,94.21,94.25,94972200
94.65,94.69,93.1,93.23,95815900
93.04,93.87,92.15,92.15,185688800
92.36,92.96,91.99,92.86,163566400
93.2,95.01,93.13,94.83,134057000
94.62,94.83,93.99,94.14,94253500
94.7,94.77,93.31,93.4,95804400
93.65,94.26,93.44,93.72,65494700
93.65,94.93,93.62,94.41,75008200
94.36,94.45,93.68,93.99,74566100
93.9,94.63,93.67,93.98,54107000
94.06,94.45,93.84,94.4,37899600
94.41,94.62,93.47,93.58,69780200
93.79,94.23,93.38,94.21,62368100
94.55,96.18,94.53,96.12,110634800
96.32,96.41,95.88,96.12,54227800
96.24,96.68,96.15,96.52,23914000
96.13,96.25,95.55,95.97,69653400
96.06,96.56,95.97,96.25,50100300
96.06,96.34,95.38,95.62,81626500
95.87,96.24,95.47,95.8,60964100
95.62,96.22,95.11,96.22,73640800
96.03,96.22,94.95,95.2,82561300
94.74,94.92,93.65,93.65,102405700
93.75,93.84,92.76,93.28,103242500
93.28,93.72,93.01,93.15,81159000
93.43,93.69,92.43,93.62,122771000
93.78,95.35,93.44,94.92,133565300
95.25,95.38,94.15,94.27,112259800
94.52,94.55,93.51,93.61,101560000
93.98,95.4,93.98,95.32,92884000
95.14,96.14,94.95,95.66,95480700
95.6,96.25,95.29,95.78,84525800
96.2,96.43,95.31,95.69,87257100
95.94,96.77,95.81,96.65,82137000
96.41,96.64,96.25,96.56,49593100
96.17,96.2,95.61,96.08,65225600
96.35,97.02,96.33,96.73,64770900
96.17,97.08,96.03,96.99,63693800
97.48,97.75,96.28,96.82,96294200
96.59,96.73,96.22,96.59,45377300
96.74,97.02,95.88,96.22,90901300
96.8,97.12,95.62,95.9,78910600
95.6,96.29,95.37,96.19,69322300
96.04,96.06,95.45,95.92,47482200
96.39,96.79,95.85,96.0,57839000
96.86,97.33,96.59,97.14,68143000
97.67,98.1,97.45,97.95,71737600
97.86,98.46,97.79,98.2,70992800
98.32,98.7,97.87,98.7,58288400
98.31,98.39,98.03,98.28,42133600
98.17,98.57,97.94,98.27,60839900
98.31,98.51,97.57,98.0,66592100
98.17,98.25,97.73,97.91,57983000
97.91,98.37,97.84,98.04,41756000
97.91,98.8,97.91,98.5,52681500
98.55,98.81,98.04,98.62,61817800
98.84,98.96,98.59,98.68,50052200
98.82,98.93,98.62,98.66,37510300
99.04,99.37,98.81,99.25,48794500
99.32,99.58,99.08,99.44,52348300
99.02,99.05,98.43,98.56,53795600
98.22,98.61,97.69,98.11,86269400
98.24,98.53,98.05,98.39,45096300
98.07,98.7,97.79,98.49,68496600
98.6,99.57,98.46,99.46,69875600
99.42,100.03,99.33,99.86,62898400
99.66,99.87,99.5,99.86,57805400
100.36,100.42,99.88,100.1,76703100
99.97,100.42,99.86,100.23,64154100
100.22,100.23,99.42,99.98,92089100
100.32,100.71,100.17,100.51,75204100
100.59,100.7,99.69,100.03,88932500
99.88,99.88,99.37,99.73,65966800
99.92,100.77,99.41,100.49,92299100
100.51,101.34,100.43,101.33,73962700
101.26,101.62,101.09,101.45,82432200
101.45,101.64,101.1,101.41,58597500
101.49,101.6,101.25,101.33,47966600
101.3,101.52,100.85,100.95,51687400
100.8,101.55,100.62,101.16,73108100
101.06,102.4,100.95,102.34,80890500
102.34,102.71,102.21,102.54,60505900
102.37,102.48,101.95,102.41,64983600
102.29,102.63,102.13,102.47,41176800
102.48,102.74,102.28,102.61,56403700
102.28,102.73,101.87,102.49,104071800
102.74,103.46,102.71,103.37,59158600
103.28,103.7,103.19,103.64,53944000
103.56,103.96,103.48,103.8,42273000
103.52,103.69,102.91,103.47,90500600
103.95,104.2,103.24,103.61,86848600
103.46,103.83,103.34,103.78,64063200
103.8,103.88,103.41,103.8,48094500
103.59,104.53,103.46,104.28,66219900
104.13,104.63,104.09,104.59,53234900
104.48,104.99,104.31,104.94,78105400
105.18,105.44,104.66,105.27,66843700
105.14,105.25,104.4,104.61,80238000
104.42,104.83,104.22,104.53,49717800
104.73,104.88,104.11,104.52,71274100
104.85,104.91,103.71,103.81,83005600
103.55,103.93,103.43,103.75,60693100
104.13,104.22,102.87,103.57,71346400
103.89,104.89,103.88,104.74,63303300
104.83,105.42,104.68,105.14,63318900
104.68,105.48,103.81,105.37,87517800
105.44,105.54,104.6,104.82,95916300
104.79,104.94,104.47,104.86,48991500
104.82,105.47,104.73,105.12,59398200
105.41,106.0,104.77,105.91,96704000
105.87,106.54,105.84,106.21,76509600
106.53,106.71,105.81,106.48,76728800
106.14,106.52,105.99,106.51,56353800
106.42,106.76,106.15,106.58,69174200
106.57,106.7,106.42,106.68,51367900
106.76,107.08,106.58,106.89,45505300
106.38,106.83,106.35,106.46,30998000
106.41,106.46,104.97,105.0,84545100
104.86,105.56,104.76,105.45,106652900
105.79,106.6,105.5,106.55,90034900
106.53,106.99,106.01,106.6,83994300
106.6,106.7,105.41,106.36,126080000
106.39,107.37,106.37,107.17,87813200
107.38,107.68,107.15,107.64,73374400
107.61,107.77,107.33,107.55,53253200
107.74,107.94,107.04,107.08,62857400
107.05,107.64,106.79,107.27,79625500
107.27,107.78,107.21,107.58,39779400
107.48,107.61,106.87,107.5,77451600
107.89,107.97,107.38,107.61,55520200
107.61,108.65,107.59,108.56,64755200
108.8,108.99,108.5,108.57,70857400
108.73,108.98,108.12,108.27,48954600
107.97,108.74,107.7,108.48,65023600
108.53,108.82,108.32,108.42,41469600
108.52,108.64,107.79,108.02,48698400
108.04,108.05,107.3,107.36,62069100
107.41,108.02,107.38,107.99,32696900
108.21,108.77,108.18,108.7,39727100
108.63,108.85,108.31,108.47,37288800
108.36,108.73,107.88,108.02,45461200
108.5,108.97,107.22,107.83,94807600
107.73,108.35,107.25,108.06,69620600
107.8,107.86,107.08,107.2,76645300
107.41,107.86,106.98,107.7,71655000
107.79,108.01,107.09,107.6,75680100
107.23,107.99,107.02,107.96,72428000
107.99,108.79,107.93,108.44,54476800
108.43,109.26,108.4,109.26,55370600
109.13,109.41,108.87,109.05,44871300
108.96,109.43,108.87,109.09,50241400
109.21,109.27,108.55,108.73,68177300
108.73,109.15,108.66,108.94,56973000
109.13,109.15,108.26,108.6,60253600
108.51,109.14,108.36,108.92,54064400
109.05,109.82,109.01,109.8,55834700
109.73,109.78,108.32,108.51,73583800
108.75,108.81,107.99,108.41,67255600
108.46,108.92,108.11,108.35,66114600
108.58,108.97,108.36,108.92,70407600
108.79,109.94,108.62,109.65,91868600
109.95,110.34,109.77,110.3,69312400
110.4,110.56,110.13,110.46,49607000
110.37,110.56,110.1,110.49,45705300
110.58,110.62,110.09,110.52,57081300
110.69,110.88,110.27,110.76,55669700
110.43,110.69,110.04,110.62,70641000
110.65,110.85,109.37,109.79,79084400
109.79,109.87,109.22,109.42,65657000
109.66,110.53,109.66,110.34,64081800
110.45,111.29,110.43,111.07,66039400
111.11,111.33,110.93,111.21,38715200
110.94,111.18,110.78,111.16,39841800
111.03,111.52,110.6,111.39,56911800
111.07,111.42,110.87,111.35,63971600
111.4,111.68,110.73,111.27,79067400
111.17,111.2,110.62,110.83,71966200
111.23,111.33,110.41,110.73,69192800
109.75,109.99,106.02,106.41,274466500
107.09,108.3,106.64,107.5,177536300
106.28,107.74,105.3,107.18,212828600
106.83,107.29,105.77,105.77,162574000
105.21,106.47,104.75,104.77,143750400
105.86,106.88,105.05,106.56,143333300
106.47,107.14,106.33,106.45,115144900
107.2,107.67,106.84,107.35,117891600
107.79,107.87,106.85,107.38,107765100
107.11,107.81,106.91,107.54,80366900
106.92,107.37,105.29,105.45,190605200
105.59,106.3,104.31,106.24,231853800
106.0,106.78,105.87,106.38,132435900
106.68,106.93,105.77,106.09,121531600
106.64,107.46,106.56,107.36,96161200
107.27,108.02,107.18,107.95,82147400
108.05,110.01,107.84,109.73,152368700
109.88,110.03,109.35,109.65,118942200
109.72,110.13,109.62,109.81,74416800
109.89,110.01,108.81,109.66,113787500
109.6,109.63,109.04,109.4,99864600
108.85,109.1,108.18,108.6,152907900
109.16,109.21,108.12,108.72,139432700
108.93,109.39,107.64,108.74,128194100
108.87,109.1,108.34,108.87,79416400
109.49,110.26,109.44,110.04,82417800
110.04,110.24,109.63,110.16,63995200
110.02,110.61,109.98,110.46,46822800
110.77,110.89,110.39,110.61,50967400
110.53,110.93,110.48,110.74,56620000
110.9,110.93,109.92,110.29,106365700
110.08,110.98,109.77,110.78,115534400
110.96,111.29,110.55,111.29,84287000
111.68,112.46,111.67,112.34,83064600
112.55,112.88,112.3,112.64,108424100
112.27,113.11,112.24,112.78,88345300
112.23,112.88,112.08,112.75,102947700
113.51,113.81,112.6,113.81,124114100
113.62,113.9,113.31,113.38,77270800
113.51,113.64,112.82,113.43,114471000
113.9,114.61,113.35,114.47,108418800
114.48,114.72,114.18,114.6,88741600
114.17,114.67,113.98,114.51,108191100
114.59,114.67,113.5,113.56,100874100
113.66,114.46,113.08,113.85,134342700
114.03,114.83,113.91,114.52,87129800
114.85,115.18,114.66,115.14,86569700
115.44,115.73,115.04,115.57,96409000
115.54,115.79,115.49,115.6,63461400
115.31,115.57,114.97,115.44,80584000
115.36,117.03,115.15,115.76,102070100
115.43,115.65,114.31,114.55,153617800
114.68,115.58,114.65,115.53,113408900
115.53,115.86,114.71,115.27,108027500
115.41,116.14,115.01,115.31,180673300
115.48,116.12,115.16,116.09,114166500
115.93,116.37,115.72,115.86,101132800
116.41,116.88,116.26,116.88,99182000
116.84,117.34,116.78,116.81,174664600
116.94,117.29,116.69,116.72,82148800
117.13,117.55,116.68,116.74,133786600
116.81,117.33,115.44,115.68,187593000
116.02,116.42,115.77,116.16,83309200
116.35,116.78,115.98,116.58,82020000
115.99,117.58,115.9,117.53,129013600
117.68,117.85,117.26,117.41,114866700
117.84,118.24,117.56,117.99,107771700
117.58,118.23,117.53,118.01,78008800
117.73,117.86,117.06,117.54,126917900
117.06,117.13,116.21,116.28,164096800
116.06,116.78,114.15,114.18,232414600
114.55,115.78,114.17,115.67,175886000
115.58,116.36,115.41,115.86,102015600
115.38,116.05,114.52,114.6,233898000
115.25,116.45,114.65,116.32,193208200
116.45,117.26,116.42,117.06,146396500
117.78,118.18,117.62,117.73,154030800
117.96,117.97,117.41,117.59,88537500
117.33,117.96,117.18,117.88,110851700
118.12,118.12,116.1,116.24,177119700
116.19,116.99,115.56,116.89,205262000
116.53,116.73,115.25,115.79,204964700
115.55,116.33,114.61,115.23,232014400
115.53,115.72,114.04,114.05,198445700
113.93,115.8,113.87,115.67,213638000
115.66,116.45,115.11,115.66,157705000
116.06,116.63,114.71,115.69,199701800
116.03,116.84,115.96,116.74,103357000
117.04,117.29,116.89,117.16,54048400
117.21,117.33,116.62,117.04,89279000
117.19,117.8,116.85,117.66,81109000
117.79,117.95,117.38,117.75,72348100
117.13,117.37,115.96,116.07,180362600
115.94,116.94,115.76,116.89,175607600
117.19,119.02,117.16,118.74,133882500
118.88,119.56,118.74,119.09,111794300
119.2,119.62,118.89,119.08,98378700
119.16,119.58,118.96,119.02,126201300
118.62,119.06,117.9,118.8,237887400
119.36,119.62,119.02,119.26,145212700
119.13,119.2,117.54,118.06,245502500
118.58,118.99,117.9,118.42,121183900
117.76,118.66,115.95,116.36,256732400
116.92,117.2,115.56,116.6,265214500
115.51,115.98,112.59,113.84,467592500
113.99,114.5,111.56,111.6,422987600
112.23,113.68,111.74,113.35,283017500
114.08,114.95,111.55,112.07,316976700
111.66,113.06,110.71,112.62,467670000
112.87,113.64,111.72,113.52,294758400
113.27,113.5,110.13,110.6,359398200
110.91,112.93,109.62,112.45,324980000
112.24,114.6,111.7,113.65,232568700
114.14,115.82,113.32,115.23,274930600
113.39,114.56,111.74,111.82,357622100
111.05,112.67,110.07,111.3,411018400
112.67,112.97,111.53,111.7,181917200
112.06,112.33,109.77,109.99,264134500
109.77,111.1,108.15,108.47,323834000
107.51,109.93,105.37,109.29,546743700
111.9,112.14,108.74,111.3,388218100
111.65,111.88,110.2,111.24,187320400
111.21,112.26,110.86,111.46,157066400
112.3,112.9,111.77,112.79,173156700
113.32,113.56,111.99,112.69,203915300
112.66,114.08,112.5,114.08,128901900
113.71,114.08,112.85,113.02,113024300
112.41,112.48,110.33,110.53,219790700
111.03,112.86,110.72,112.7,207654200
111.86,113.2,111.76,112.4,191817300
113.56,114.21,112.93,113.51,185477500
113.4,115.35,113.36,114.66,120062000
113.98,114.1,113.06,113.66,166261800
113.79,114.3,113.15,113.93,127878400
112.66,112.97,111.72,112.34,235447600
112.69,112.84,111.0,112.13,192305900
112.47,113.6,112.39,113.43,162081900
113.28,114.16,113.04,113.73,149554600
114.25,114.94,113.98,114.53,154079000
113.8,114.66,113.63,114.52,121911000
114.06,114.33,113.54,113.9,109870800
114.46,117.29,113.93,117.26,263759500
117.99,118.74,117.45,117.95,193779900
117.93,118.0,116.99,117.12,175186800
118.01,118.32,117.26,117.43,141457500
117.78,118.09,116.96,117.22,139450200
116.54,117.19,116.27,116.99,142289900
117.65,118.05,116.99,117.6,135547000
118.16,118.31,117.6,118.3,102713300
118.11,118.38,117.44,117.91,133372100
117.92,119.58,117.84,119.23,148162300
119.47,119.5,118.86,119.07,112978800
118.86,119.32,118.24,118.83,119055900
119.09,119.2,118.69,119.02,76864400
119.8,120.63,119.49,120.43,134579700
120.08,120.15,119.6,119.79,71280400
120.24,120.93,119.8,120.92,94054300
120.58,120.89,120.09,120.72,101711100
121.27,121.72,119.42,120.14,233529100
120.13,120.82,119.98,120.8,124546700
120.76,120.83,118.96,119.78,161151900
119.32,119.4,118.59,118.83,166525700
119.76,119.84,117.82,119.2,216687300
118.58,119.15,118.29,118.76,148367500
118.3,120.92,115.65,115.66,297169900
115.03,116.5,114.88,116.33,261989800
117.04,117.42,116.1,117.27,180085100
116.85,117.26,115.02,117.06,326694200
117.19,117.68,115.82,117.33,237374500
118.28,118.71,117.38,118.71,176484000
118.95,119.34,118.65,119.1,106841000
118.58,118.81,118.13,118.28,132981600
118.99,119.98,118.11,119.5,220954400
118.45,118.55,116.37,116.71,333040800
117.09,117.46,115.3,116.84,331228200
115.63,116.81,115.12,115.95,226841000
116.58,117.54,115.83,117.51,177800500
116.25,116.78,114.02,114.3,306639700
114.36,114.68,112.1,113.72,374509900
112.58,114.01,111.96,112.16,277745100
112.21,113.29,111.04,111.04,243087800
112.33,114.61,112.22,114.43,191117400
115.31,115.45,113.42,114.11,230558800
113.26,113.97,111.68,112.47,263111100
113.06,113.18,111.72,112.66,308770600
112.26,112.33,110.65,111.09,267746000
111.29,112.46,109.81,111.77,414767500
110.56,111.21,109.47,109.48,259012400
110.56,111.54,110.27,111.38,77688400
111.61,111.96,108.69,108.92,214232000
109.53,110.68,108.92,110.17,293897900
111.42,113.96,111.38,113.69,258596900
113.3,114.15,112.9,113.73,199409900
115.17,115.81,113.85,114.88,222908000
114.51,114.71,113.82,114.12,146430400
113.33,114.01,113.06,113.1,136533900
114.31,115.29,114.23,114.99,171130000
114.85,116.85,114.81,116.64,154457400
117.01,117.07,116.34,116.61,148980100
116.9,117.65,116.58,117.52,123914300
117.57,118.14,114.23,114.3,250346400
116.73,117.28,113.75,115.42,322435600
114.61,115.44,113.83,115.19,237551300
114.31,115.22,113.67,113.72,159152900
113.29,113.49,111.94,112.1,177269400
112.9,113.19,111.24,112.73,245569300
112.77,113.51,112.0,112.73,198917200
113.47,113.49,112.19,113.44,214813800
114.48,115.3,114.27,115.07,146084400
115.61,116.12,115.35,115.93,45601400
115.48,116.28,115.36,116.18,67093100
115.77,115.77,114.44,114.72,122981700
115.39,115.45,114.12,114.43,116398100
114.27,114.67,113.47,113.58,108126800
113.83,114.19,111.77,112.59,204935600
112.57,113.02,111.92,112.53,125133300
111.35,111.43,109.47,109.78,232330900
110.16,110.49,108.84,109.68,234991000
110.37,111.01,107.55,107.91,326365700
108.05,109.37,106.97,109.05,301824900
108.51,110.93,108.27,109.76,335701200
109.36,110.23,107.98,108.87,267076600
109.66,110.2,109.07,109.75,170365500
108.6,109.92,107.13,107.34,239940100
106.71,108.07,105.87,106.41,378802600
107.06,107.11,103.27,103.65,397892600
104.67,104.89,101.84,102.59,348561500
98.82,102.88,97.88,101.55,435923700
98.73,104.24,98.53,103.99,511913000
104.47,105.23,103.56,104.87,259949300
106.05,106.24,103.01,103.35,269603900
103.52,105.28,102.59,105.06,217934600
105.73,106.0,104.78,105.58,168968300
105.32,107.62,104.56,104.8,334939200
103.63,107.62,103.48,106.72,343680800
107.16,108.46,106.83,108.43,206843600
108.14,108.21,106.92,107.06,124694300
105.6,105.85,103.84,104.2,286882500
104.55,105.07,102.86,103.36,250792900
102.39,104.71,102.33,104.04,297368100
103.39,104.27,102.62,103.37,221643500
103.4,104.28,102.57,103.9,188576300
104.8,105.89,104.08,104.87,256654400
105.66,106.47,104.98,105.94,181967800
106.39,106.43,104.71,105.01,215207200
104.49,105.04,104.03,104.98,154110300
106.21,106.34,104.57,105.28,145190000
104.09,106.08,103.91,105.59,220085700
106.16,106.44,104.15,104.71,201051200
104.85,105.53,103.21,105.36,205491000
105.29,106.93,104.7,106.68,190107000
106.23,107.94,106.04,107.48,212420700
106.86,108.09,106.75,107.38,168395800
106.61,107.17,106.08,106.33,170831100
105.34,105.4,103.15,103.96,252715200
103.43,103.95,102.73,103.71,189483500
