Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-03-21,10.8954,10.9433,10.7901,10.7997,21122900,0.0,0
2019-03-22,10.7997,10.8858,10.7231,10.7422,22547600,0.0,0
2019-03-25,10.7422,10.8093,10.6944,10.7518,14656500,0.0,0
2019-03-26,10.7901,10.8284,10.7518,10.7901,22506500,0.0,0
2019-03-27,10.771,10.9337,10.7422,10.9337,29888800,0.0,0
2019-03-28,10.9337,11.0295,10.905,11.0103,36757600,0.0,0
2019-03-29,11.0007,11.0199,10.8858,11.0103,68687100,0.0,0
2019-04-01,10.8093,10.9146,10.7422,10.7997,20151100,0.0,0
2019-04-02,10.7135,10.7997,10.6561,10.771,14645200,0.0,0
2019-04-03,10.7901,10.8188,10.6848,10.7135,10697400,0.0,0
2019-04-04,10.7422,10.838,10.6561,10.8188,9710900,0.0,0
2019-04-05,10.838,10.838,10.7518,10.7805,7000400,0.0,0
2019-04-08,10.7997,10.8093,10.7614,10.8093,6393800,0.0,0
2019-04-09,10.8093,10.8093,10.7135,10.7327,7676200,0.0,0
2019-04-10,10.7327,10.7614,10.6082,10.6944,9640000,0.0,0
2019-04-11,10.7039,10.7422,10.6561,10.7039,9349300,0.0,0
2019-04-12,10.6273,10.8093,10.6082,10.7231,12208700,0.0,0
2019-04-15,10.6752,10.7231,10.5986,10.7135,20221400,0.0,0
2019-04-16,10.7422,10.7518,10.6178,10.7039,10133100,0.0,0
2019-04-17,10.6561,10.838,10.6561,10.771,9725300,0.0,0
2019-04-18,10.7614,10.8093,10.7039,10.7805,10248000,0.0,0
2019-04-22,10.771,10.7805,10.7039,10.7422,3837600,0.0,0
2019-04-23,10.7422,10.8093,10.7327,10.7422,5108300,0.0,0
2019-04-24,10.7805,10.8188,10.6178,10.6465,9745300,0.0,0
2019-04-25,10.6848,10.7231,10.6082,10.6273,6640800,0.0,0
2019-04-26,10.7039,10.7997,10.6656,10.7805,11615500,0.0,0
2019-04-29,10.522,10.5508,10.2827,10.3976,38272500,0.0,0
2019-04-30,10.4263,10.4742,10.2635,10.3593,41339900,0.0,0
2019-05-01,10.4263,10.522,10.2827,10.3784,29102400,0.0,0
2019-05-02,10.4071,10.4837,10.3018,10.3784,10516900,0.0,0
2019-05-03,10.4359,12.1784,10.4263,10.9912,40882500,0.0,0
2019-05-06,10.7805,11.7092,10.6944,11.6231,34461000,0.0,0
2019-05-07,11.5369,11.8528,11.2497,11.7284,32157500,0.0,0
2019-05-08,11.2018,11.4986,10.6752,11.0869,27051200,0.0,0
2019-05-09,11.0486,11.288,10.7327,11.0773,18445800,0.0,0
2019-05-10,11.1731,11.3933,10.9912,11.2305,38267500,0.0,0
2019-05-13,10.972,11.2975,10.838,11.2305,14440800,0.0,0
2019-05-14,11.3263,11.7284,11.2975,11.6039,18446800,0.0,0
2019-05-15,11.7092,12.7241,11.6422,12.7241,25076900,0.0,0
2019-05-16,12.8486,13.0113,12.5422,12.6762,10868100,0.0,0
2019-05-17,12.6475,13.5379,12.6188,12.9252,20666500,0.0,0
2019-05-20,12.906,13.1454,12.6379,12.9252,9545600,0.0,0
2019-05-21,12.9826,13.1166,12.7911,12.9347,7162300,0.0,0
2019-05-22,12.8294,12.8294,12.1879,12.5613,12039900,0.0,0
2019-05-23,12.4752,12.6858,12.3411,12.5518,4440600,0.0,0
2019-05-24,12.5901,12.6858,12.3603,12.523,3289100,0.0,0
2019-05-28,12.4656,12.8007,12.456,12.456,7527800,0.0,0
2019-05-29,12.4273,12.456,11.9677,12.0826,7882800,0.0,0
2019-05-30,12.1496,12.2933,11.9582,12.0348,5733100,0.0,0
2019-05-31,11.9486,12.0826,11.6709,11.8145,6842100,0.0,0
2019-06-03,11.8528,12.073,11.6997,12.0443,5841700,0.0,0
2019-06-04,12.523,12.5422,12.1305,12.4752,6817600,0.0,0
2019-06-05,12.6153,12.6927,12.335,12.6347,5455400,0.125,0
2019-06-06,12.6443,13.118,12.538,13.06,5840400,0.0,0
2019-06-07,13.0503,13.2824,12.9923,13.0697,5348400,0.0,0
2019-06-10,13.2534,13.2534,12.973,13.06,3664300,0.0,0
2019-06-11,13.0697,13.147,12.8667,12.9537,3770700,0.0,0
2019-06-12,12.944,13.176,12.8667,12.9053,3344100,0.0,0
2019-06-13,12.8763,13.2437,12.8087,13.2244,2567600,0.0,0
2019-06-14,13.1857,13.2534,13.031,13.1277,2633900,0.0,0
