Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-03-21,1220.0,1236.44,1216.58,1236.13,1407500,0,0
2019-03-22,1228.85,1233.63,1206.0,1207.65,1721100,0,0
2019-03-25,1199.56,1209.44,1190.0,1197.38,1378800,0,0
2019-03-26,1205.19,1207.65,1181.76,1189.84,1537600,0,0
2019-03-27,1191.92,1191.92,1164.23,1178.01,1471400,0,0
2019-03-28,1175.5,1177.25,1163.43,1172.27,1120100,0,0
2019-03-29,1180.18,1183.97,1166.38,1176.89,1544500,0,0
2019-04-01,1187.54,1200.2,1186.36,1198.98,1385300,0,0
2019-04-02,1200.05,1205.81,1191.24,1205.54,914400,0,0
2019-04-03,1212.7,1220.6,1205.08,1210.81,1109600,0,0
2019-04-04,1211.29,1220.55,1209.04,1219.45,1051100,0,0
2019-04-05,1219.3,1220.39,1210.03,1211.45,1000600,0,0
2019-04-08,1211.11,1213.95,1204.7,1208.28,1087500,0,0
2019-04-09,1201.89,1207.15,1198.38,1202.69,983400,0,0
2019-04-10,1205.09,1208.94,1200.66,1206.45,775500,0,0
2019-04-11,1208.9,1212.74,1204.54,1209.59,849900,0,0
2019-04-12,1215.62,1223.05,1213.29,1222.73,1215600,0,0
2019-04-15,1224.09,1229.3,1214.56,1226.53,1189800,0,0
2019-04-16,1230.0,1235.98,1225.04,1231.91,1131100,0,0
2019-04-17,1237.0,1245.1,1232.9,1240.14,1518300,0,0
2019-04-18,1245.0,1245.94,1239.41,1241.47,1237500,0,0
2019-04-22,1236.67,1254.34,1233.37,1253.76,954200,0,0
2019-04-23,1256.64,1274.43,1251.97,1270.59,1593400,0,0
2019-04-24,1270.59,1274.0,1259.81,1260.05,1169800,0,0
2019-04-25,1270.3,1272.8,1258.0,1267.34,1567200,0,0
2019-04-26,1273.38,1278.91,1265.0,1277.42,1361400,0,0
2019-04-29,1280.51,1296.97,1271.71,1296.2,3618400,0,0
2019-04-30,1190.63,1200.98,1183.0,1198.96,6658900,0,0
2019-05-01,1197.5,1199.25,1171.68,1173.32,3717000,0,0
2019-05-02,1172.6,1179.38,1158.33,1166.51,2254900,0,0
2019-05-03,1177.41,1191.4,1173.55,1189.55,2079400,0,0
2019-05-06,1172.0,1195.43,1171.16,1193.46,1588700,0,0
2019-05-07,1185.81,1194.77,1165.0,1178.86,1830200,0,0
2019-05-08,1177.29,1184.27,1167.63,1170.78,1276000,0,0
2019-05-09,1162.6,1174.07,1154.64,1167.97,1477800,0,0
2019-05-10,1168.84,1176.28,1146.37,1167.64,1582500,0,0
2019-05-13,1145.24,1151.97,1125.5,1136.59,2281300,0,0
2019-05-14,1142.32,1144.87,1123.53,1124.86,2019600,0,0
2019-05-15,1122.55,1178.3,1121.4,1170.8,2965100,0,0
2019-05-16,1171.84,1194.16,1168.45,1184.5,1765400,0,0
2019-05-17,1175.83,1186.29,1166.42,1168.78,1268100,0,0
2019-05-20,1153.0,1153.0,1138.14,1144.66,1530100,0,0
2019-05-21,1154.48,1158.0,1143.31,1154.44,1028100,0,0
2019-05-22,1151.25,1163.78,1151.0,1155.85,941300,0,0
2019-05-23,1146.07,1150.05,1133.16,1145.34,1260700,0,0
2019-05-24,1152.0,1154.36,1136.71,1138.61,927700,0,0
2019-05-28,1141.48,1156.49,1138.67,1139.56,1047400,0,0
2019-05-29,1132.7,1135.0,1111.95,1119.94,1811500,0,0
2019-05-30,1120.15,1126.8,1115.9,1121.41,904400,0,0
2019-05-31,1105.64,1113.4,1103.35,1106.5,1579100,0,0
2019-06-03,1066.93,1067.0,1027.03,1038.74,4844500,0,0
2019-06-04,1044.49,1058.44,1036.03,1054.49,3025600,0,0
2019-06-05,1055.0,1056.81,1033.0,1044.64,2349400,0,0
2019-06-06,1046.21,1050.0,1035.51,1047.76,1451000,0,0
2019-06-07,1054.28,1073.43,1051.15,1068.37,2191400,0,0
2019-06-10,1077.0,1094.84,1075.28,1082.76,1425500,0,0
2019-06-11,1096.99,1104.01,1079.57,1081.04,1675400,0,0
2019-06-12,1079.95,1082.52,1069.6,1079.1,1183500,0,0
2019-06-13,1084.71,1096.59,1082.57,1091.01,1040700,0,0
2019-06-14,1089.74,1094.76,1081.48,1086.3,1229100,0,0
2019-06-17,1089.1,1101.28,1088.0,1093.89,988500,0,0
2019-06-18,1111.5,1118.78,1100.79,1105.24,1726300,0,0
2019-06-19,1107.24,1109.43,1096.03,1104.51,1335700,0,0
2019-06-20,1121.7,1122.72,1107.0,1113.2,1200900,0,0
2019-06-21,1109.86,1126.57,1109.72,1125.37,2538700,0,0
